"","year","month","day","keyword","specialsearchcount","advancedextensioncount"
"660",2018,2,13,"prefix",21069,8
"661",2018,2,13,"query_string",109927,66
"662",2018,2,14,"filemime",27,0
"663",2018,2,14,"filesize",19,0
"664",2018,2,14,"filetype",195,0
"665",2018,2,14,"filter_only",6536,67
"666",2018,2,14,"full_text",28190554,1233
"667",2018,2,14,"full_text_querystring",1311783,99
"668",2018,2,14,"full_text_simple_match",26872235,1067
"669",2018,2,14,"hastemplate",528,0
"670",2018,2,14,"incategory",5544,0
"671",2018,2,14,"inlanguage",21,0
"672",2018,2,14,"insource",2058,35
"673",2018,2,14,"intitle",13365,0
"674",2018,2,14,"linksto",128,0
"675",2018,2,14,"local",11,0
"676",2018,2,14,"phrase_match_prefix",52,0
"677",2018,2,14,"prefer-recent",34,0
"678",2018,2,14,"prefix",17808,152
"679",2018,2,14,"query_string",108516,98
"680",2018,2,14,"subpageof",32,24
"681",2018,2,15,"filemime",1,0
"682",2018,2,15,"filetype",29,16
"683",2018,2,15,"filter_only",6362,160
"684",2018,2,15,"full_text",28564664,1264
"685",2018,2,15,"full_text_querystring",1263884,172
"686",2018,2,15,"full_text_simple_match",27294418,932
"687",2018,2,15,"hastemplate",207,24
"688",2018,2,15,"incategory",7870,0
"689",2018,2,15,"inlanguage",3,0
"690",2018,2,15,"insource",2286,0
"691",2018,2,15,"intitle",12494,64
"692",2018,2,15,"linksto",51,0
"693",2018,2,15,"nearcoord",3,0
"694",2018,2,15,"phrase_match_prefix",10,0
"695",2018,2,15,"prefer-recent",18,0
"696",2018,2,15,"prefix",21090,24
"697",2018,2,15,"query_string",112092,101
"698",2018,2,15,"subpageof",250,184
"699",2018,2,16,"filemime",7,7
"700",2018,2,16,"filetype",8,0
"701",2018,2,16,"filter_only",7471,80
"702",2018,2,16,"full_text",26425868,828
"703",2018,2,16,"full_text_querystring",1257548,100
"704",2018,2,16,"full_text_simple_match",25160849,648
"705",2018,2,16,"hastemplate",704,16
"706",2018,2,16,"incategory",6871,0
"707",2018,2,16,"inlanguage",1,0
"708",2018,2,16,"insource",1501,0
"709",2018,2,16,"intitle",13751,16
"710",2018,2,16,"linksto",323,0
"711",2018,2,16,"nearcoord",4,0
"712",2018,2,16,"phrase_match_prefix",7,0
"713",2018,2,16,"prefer-recent",18,0
"714",2018,2,16,"prefix",17747,0
"715",2018,2,16,"query_string",105954,92
"716",2018,2,16,"subpageof",224,64
"717",2018,2,17,"boost-templates",40,0
"718",2018,2,17,"filemime",23,0
"719",2018,2,17,"fileres",39,0
"720",2018,2,17,"filetype",39,0
"721",2018,2,17,"filter_only",66259,32
"722",2018,2,17,"full_text",23529846,1218
"723",2018,2,17,"full_text_querystring",1117739,274
"724",2018,2,17,"full_text_simple_match",22345848,912
"725",2018,2,17,"hastemplate",60886,0
"726",2018,2,17,"incategory",6858,0
"727",2018,2,17,"insource",1068,32
"728",2018,2,17,"intitle",11963,0
"729",2018,2,17,"linksto",71,0
"730",2018,2,17,"phrase_match_prefix",32,0
"731",2018,2,17,"prefix",13071,0
"732",2018,2,17,"query_string",95336,264
"733",2018,2,18,"filemime",25,0
"734",2018,2,18,"filesize",1,0
"735",2018,2,18,"filetype",8,0
"736",2018,2,18,"filter_only",105569,21
"737",2018,2,18,"full_text",26885918,1380
"738",2018,2,18,"full_text_querystring",1151278,116
"739",2018,2,18,"full_text_simple_match",25629071,1243
"740",2018,2,18,"hastemplate",99574,0
"741",2018,2,18,"incategory",10841,0
"742",2018,2,18,"insource",1196,5
"743",2018,2,18,"intitle",11697,53
"744",2018,2,18,"linksto",2,0
"745",2018,2,18,"nearcoord",3,0
"746",2018,2,18,"phrase_match_prefix",95,0
"747",2018,2,18,"prefix",15257,24
"748",2018,2,18,"query_string",107300,80
"749",2018,2,19,"filetype",85,0
"750",2018,2,19,"filew",15,0
"751",2018,2,19,"filter_only",7779,65
"752",2018,2,19,"full_text",31331655,1048
"753",2018,2,19,"full_text_querystring",1344847,69
"754",2018,2,19,"full_text_simple_match",29979029,914
"755",2018,2,19,"hastemplate",936,9
"756",2018,2,19,"incategory",8359,16
"757",2018,2,19,"inlanguage",2,0
"758",2018,2,19,"insource",1766,56
"759",2018,2,19,"intitle",13162,0
"760",2018,2,19,"linksto",46,0
"761",2018,2,19,"phrase_match_prefix",65,0
"762",2018,2,19,"prefer-recent",41,0
"763",2018,2,19,"prefix",19137,32
"764",2018,2,19,"query_string",121109,32
"765",2018,2,20,"contentmodel",1,0
"766",2018,2,20,"filetype",57,0
"767",2018,2,20,"filter_only",8229,40
"768",2018,2,20,"full_text",32169513,1296
"769",2018,2,20,"full_text_querystring",1331116,209
"770",2018,2,20,"full_text_simple_match",30830168,1047
"771",2018,2,20,"hastemplate",818,0
"772",2018,2,20,"incategory",7709,0
"773",2018,2,20,"insource",1926,40
"774",2018,2,20,"intitle",13061,8
"775",2018,2,20,"linksto",132,0
"776",2018,2,20,"phrase_match_prefix",194,0
"777",2018,2,20,"prefer-recent",48,0
"778",2018,2,20,"prefix",20968,64
"779",2018,2,20,"query_string",120892,145
"780",2018,2,21,"filemime",3,0
"781",2018,2,21,"filetype",88,0
"782",2018,2,21,"filter_only",7036,16
"783",2018,2,21,"full_text",32115749,733
"784",2018,2,21,"full_text_querystring",1344808,127
"785",2018,2,21,"full_text_simple_match",30763905,590
"786",2018,2,21,"hastemplate",358,8
"787",2018,2,21,"incategory",7908,0
"788",2018,2,21,"inlanguage",24,0
"789",2018,2,21,"insource",1525,8
"790",2018,2,21,"intitle",17631,0
"791",2018,2,21,"linksto",8,0
"792",2018,2,21,"phrase_match_prefix",127,0
"793",2018,2,21,"prefer-recent",48,0
"794",2018,2,21,"prefix",21003,0
"795",2018,2,21,"query_string",122896,81
"796",2018,2,22,"fileres",60,0
"797",2018,2,22,"filetype",63,0
"798",2018,2,22,"filter_only",7093,48
"799",2018,2,22,"full_text",31484969,1137
"800",2018,2,22,"full_text_querystring",1294541,98
"801",2018,2,22,"full_text_simple_match",30183335,991
"802",2018,2,22,"hastemplate",244,8
"803",2018,2,22,"incategory",8087,0
"804",2018,2,22,"inlanguage",1,0
"805",2018,2,22,"insource",2066,56
"806",2018,2,22,"intitle",14511,0
"807",2018,2,22,"linksto",87,0
"808",2018,2,22,"phrase_match_prefix",109,0
"809",2018,2,22,"prefer-recent",60,0
"810",2018,2,22,"prefix",22373,0
"811",2018,2,22,"query_string",112422,41
"812",2018,2,22,"subpageof",6,0
"813",2018,2,23,"contentmodel",2,0
"814",2018,2,23,"filemime",2,0
"815",2018,2,23,"filetype",22,0
"816",2018,2,23,"filter_only",6423,106
"817",2018,2,23,"full_text",27778658,1870
"818",2018,2,23,"full_text_querystring",1275173,457
"819",2018,2,23,"full_text_simple_match",26497062,1307
"820",2018,2,23,"hastemplate",226,0
"821",2018,2,23,"incategory",7379,0
"822",2018,2,23,"insource",1636,74
"823",2018,2,23,"intitle",11199,0
"824",2018,2,23,"linksto",84,0
"825",2018,2,23,"nearcoord",2,0
"826",2018,2,23,"phrase_match_prefix",393,232
"827",2018,2,23,"prefer-recent",53,0
"828",2018,2,23,"prefix",17878,152
"829",2018,2,23,"query_string",115315,385
"830",2018,2,24,"filetype",16,7
"831",2018,2,24,"filter_only",6153,71
"832",2018,2,24,"full_text",24072056,841
"833",2018,2,24,"full_text_querystring",1080432,54
"834",2018,2,24,"full_text_simple_match",22985471,716
"835",2018,2,24,"hastemplate",619,0
"836",2018,2,24,"incategory",9341,0
"837",2018,2,24,"insource",934,64
"838",2018,2,24,"intitle",11580,0
"839",2018,2,24,"linksto",34,0
"840",2018,2,24,"phrase_match_prefix",25,0
"841",2018,2,24,"prefer-recent",40,0
"842",2018,2,24,"prefix",14580,0
"843",2018,2,24,"query_string",96201,40
"844",2018,2,25,"filemime",24,24
"845",2018,2,25,"filetype",12,0
"846",2018,2,25,"filter_only",6928,88
"847",2018,2,25,"full_text",28772706,1001
"848",2018,2,25,"full_text_querystring",1231277,123
"849",2018,2,25,"full_text_simple_match",27534501,790
"850",2018,2,25,"hastemplate",461,0
"851",2018,2,25,"incategory",12631,0
"852",2018,2,25,"inlanguage",1,0
"853",2018,2,25,"insource",1457,88
"854",2018,2,25,"intitle",12487,0
"855",2018,2,25,"linksto",294,0
"856",2018,2,25,"phrase_match_prefix",6,0
"857",2018,2,25,"prefer-recent",77,0
"858",2018,2,25,"prefix",16497,0
"859",2018,2,25,"query_string",117347,123
"860",2018,2,26,"filetype",72,0
"861",2018,2,26,"filter_only",8416,88
"862",2018,2,26,"full_text",32655494,991
"863",2018,2,26,"full_text_querystring",1365498,32
"864",2018,2,26,"full_text_simple_match",31281580,871
"865",2018,2,26,"hastemplate",199,24
"866",2018,2,26,"incategory",8366,0
"867",2018,2,26,"inlanguage",5,0
"868",2018,2,26,"insource",2042,88
"869",2018,2,26,"intitle",13598,0
"870",2018,2,26,"linksto",42,0
"871",2018,2,26,"nearcoord",3,0
"872",2018,2,26,"phrase_match_prefix",38,0
"873",2018,2,26,"prefer-recent",147,0
"874",2018,2,26,"prefix",21504,48
"875",2018,2,26,"query_string",118717,32
"876",2018,2,26,"subpageof",8,8
"877",2018,2,27,"filetype",22,0
"878",2018,2,27,"filter_only",8264,80
"879",2018,2,27,"full_text",32309642,1021
"880",2018,2,27,"full_text_querystring",1303716,124
"881",2018,2,27,"full_text_simple_match",30997662,817
"882",2018,2,27,"hastemplate",269,0
"883",2018,2,27,"incategory",8048,0
"884",2018,2,27,"inlanguage",2,0
"885",2018,2,27,"insource",1478,104
"886",2018,2,27,"intitle",12469,0
"887",2018,2,27,"linksto",18,0
"888",2018,2,27,"phrase_match_prefix",40,0
"889",2018,2,27,"prefer-recent",38,0
"890",2018,2,27,"prefix",20574,0
"891",2018,2,27,"query_string",121997,60
"892",2018,2,28,"filemime",2,0
"893",2018,2,28,"filetype",13,0
"894",2018,2,28,"filter_only",7134,32
"895",2018,2,28,"full_text",31077224,903
"896",2018,2,28,"full_text_querystring",1245352,64
"897",2018,2,28,"full_text_simple_match",29824738,807
"898",2018,2,28,"hastemplate",91,0
"899",2018,2,28,"incategory",6967,0
"900",2018,2,28,"inlanguage",2,0
"901",2018,2,28,"insource",1483,32
"902",2018,2,28,"intitle",11887,0
"903",2018,2,28,"linksto",221,0
"904",2018,2,28,"local",4,0
"905",2018,2,28,"phrase_match_prefix",22,0
"906",2018,2,28,"prefer-recent",38,0
"907",2018,2,28,"prefix",32970,0
"908",2018,2,28,"query_string",119336,56
"909",2018,3,1,"filetype",18,0
"910",2018,3,1,"filter_only",8627,48
"911",2018,3,1,"full_text",30563107,1056
"912",2018,3,1,"full_text_querystring",1208603,158
"913",2018,3,1,"full_text_simple_match",29345877,850
"914",2018,3,1,"hastemplate",66,0
"915",2018,3,1,"incategory",9683,0
"916",2018,3,1,"inlanguage",6,0
"917",2018,3,1,"insource",1265,56
"918",2018,3,1,"intitle",11381,7
"919",2018,3,1,"linksto",387,0
"920",2018,3,1,"local",14,0
"921",2018,3,1,"phrase_match_prefix",59,0
"922",2018,3,1,"prefer-recent",38,0
"923",2018,3,1,"prefix",20010,0
"924",2018,3,1,"query_string",111700,118
"925",2018,3,2,"filemime",5,0
"926",2018,3,2,"filesize",15,0
"927",2018,3,2,"filetype",24212,0
"928",2018,3,2,"filter_only",7175,32
"929",2018,3,2,"full_text",27259904,976
"930",2018,3,2,"full_text_querystring",1221511,76
"931",2018,3,2,"full_text_simple_match",26031218,868
"932",2018,3,2,"hastemplate",221,0
"933",2018,3,2,"incategory",7281,0
"934",2018,3,2,"inlanguage",16,0
"935",2018,3,2,"insource",1481,32
"936",2018,3,2,"intitle",13060,0
"937",2018,3,2,"linksto",43,0
"938",2018,3,2,"phrase_match_prefix",66,0
"939",2018,3,2,"prefer-recent",73,0
"940",2018,3,2,"prefix",18957,16
"941",2018,3,2,"query_string",110088,53
"942",2018,3,3,"filetype",6,0
"943",2018,3,3,"filter_only",7702,56
"944",2018,3,3,"full_text",23681115,1218
"945",2018,3,3,"full_text_querystring",1087470,101
"946",2018,3,3,"full_text_simple_match",22585943,1061
"947",2018,3,3,"hastemplate",356,0
"948",2018,3,3,"incategory",13368,0
"949",2018,3,3,"inlanguage",7,0
"950",2018,3,3,"insource",1106,56
"951",2018,3,3,"intitle",11873,0
"952",2018,3,3,"phrase_match_prefix",171,0
"953",2018,3,3,"prefer-recent",21,0
"954",2018,3,3,"prefix",15004,6
"955",2018,3,3,"query_string",101783,86
"956",2018,3,4,"filetype",6,0
"957",2018,3,4,"filter_only",7846,152
"958",2018,3,4,"full_text",27559102,987
"959",2018,3,4,"full_text_querystring",1122301,48
"960",2018,3,4,"full_text_simple_match",26428955,787
"961",2018,3,4,"hastemplate",46,0
"962",2018,3,4,"incategory",9450,0
"963",2018,3,4,"inlanguage",285,0
"964",2018,3,4,"insource",1420,152
"965",2018,3,4,"intitle",12368,0
"966",2018,3,4,"linksto",36,0
"967",2018,3,4,"local",21,0
"968",2018,3,4,"phrase_match_prefix",405,0
"969",2018,3,4,"prefer-recent",96,0
"970",2018,3,4,"prefix",23106,0
"971",2018,3,4,"query_string",106952,26
"972",2018,3,5,"filemime",1,0
"973",2018,3,5,"fileres",48,0
"974",2018,3,5,"filesize",4,0
"975",2018,3,5,"filetype",62,0
"976",2018,3,5,"filter_only",7318,56
"977",2018,3,5,"full_text",32105942,1078
"978",2018,3,5,"full_text_querystring",1346632,143
"979",2018,3,5,"full_text_simple_match",30751992,879
"980",2018,3,5,"hastemplate",170,0
"981",2018,3,5,"incategory",7418,32
"982",2018,3,5,"inlanguage",14,0
"983",2018,3,5,"insource",1475,24
"984",2018,3,5,"intitle",13908,0
"985",2018,3,5,"linksto",30,0
"986",2018,3,5,"nearcoord",1,0
"987",2018,3,5,"phrase_match_prefix",34,0
"988",2018,3,5,"prefer-recent",13,0
"989",2018,3,5,"prefix",21353,16
"990",2018,3,5,"query_string",124344,103
"991",2018,3,6,"boost-templates",8,0
"992",2018,3,6,"filetype",2,0
"993",2018,3,6,"filter_only",7892,90
"994",2018,3,6,"full_text",32458829,1060
"995",2018,3,6,"full_text_querystring",1314285,51
"996",2018,3,6,"full_text_simple_match",31136652,919
"997",2018,3,6,"hastemplate",296,0
"998",2018,3,6,"incategory",7718,0
"999",2018,3,6,"insource",1456,114
"1000",2018,3,6,"intitle",13640,144
"1001",2018,3,6,"linksto",47,0
"1002",2018,3,6,"local",15,0
"1003",2018,3,6,"phrase_match_prefix",81,0
"1004",2018,3,6,"prefer-recent",39,0
"1005",2018,3,6,"prefix",26916,0
"1006",2018,3,6,"query_string",122970,51
"1007",2018,3,7,"filetype",31,0
"1008",2018,3,7,"filter_only",8171,112
"1009",2018,3,7,"full_text",31633381,1014
"1010",2018,3,7,"full_text_querystring",1284194,63
"1011",2018,3,7,"full_text_simple_match",30341016,839
"1012",2018,3,7,"hastemplate",447,0
"1013",2018,3,7,"incategory",9127,64
"1014",2018,3,7,"inlanguage",3,0
"1015",2018,3,7,"insource",1779,48
"1016",2018,3,7,"intitle",13389,0
"1017",2018,3,7,"linksto",21,0
"1018",2018,3,7,"local",10,0
"1019",2018,3,7,"phrase_match_prefix",247,0
"1020",2018,3,7,"prefer-recent",16,0
"1021",2018,3,7,"prefix",20004,0
"1022",2018,3,7,"query_string",118642,55
"1023",2018,3,8,"filetype",13,0
"1024",2018,3,8,"filter_only",5113,48
"1025",2018,3,8,"full_text",28811348,1280
"1026",2018,3,8,"full_text_querystring",1211127,215
"1027",2018,3,8,"full_text_simple_match",27595108,1017
"1028",2018,3,8,"hastemplate",345,0
"1029",2018,3,8,"incategory",7645,0
"1030",2018,3,8,"inlanguage",8,0
"1031",2018,3,8,"insource",1208,48
"1032",2018,3,8,"intitle",13093,111
"1033",2018,3,8,"linksto",57,0
"1034",2018,3,8,"local",20,0
"1035",2018,3,8,"nearcoord",3,0
"1036",2018,3,8,"phrase_match_prefix",37,0
"1037",2018,3,8,"prefer-recent",24,0
"1038",2018,3,8,"prefix",17489,0
"1039",2018,3,8,"query_string",108087,215
"1040",2018,3,9,"filemime",22,1
"1041",2018,3,9,"filetype",23,0
"1042",2018,3,9,"filter_only",8130,49
"1043",2018,3,9,"full_text",27881847,806
"1044",2018,3,9,"full_text_querystring",1257968,32
"1045",2018,3,9,"full_text_simple_match",26615749,725
"1046",2018,3,9,"hastemplate",532,0
"1047",2018,3,9,"incategory",10632,0
"1048",2018,3,9,"inlanguage",8,0
"1049",2018,3,9,"insource",1710,64
"1050",2018,3,9,"intitle",12090,0
"1051",2018,3,9,"linksto",140,0
"1052",2018,3,9,"local",10,0
"1053",2018,3,9,"phrase_match_prefix",44,0
"1054",2018,3,9,"prefer-recent",88,0
"1055",2018,3,9,"prefix",18374,8
"1056",2018,3,9,"query_string",108023,32
"1057",2018,3,10,"filetype",17,0
"1058",2018,3,10,"filter_only",5732,16
"1059",2018,3,10,"full_text",23641128,1030
"1060",2018,3,10,"full_text_querystring",1071564,24
"1061",2018,3,10,"full_text_simple_match",22563832,990
"1062",2018,3,10,"hastemplate",43,0
"1063",2018,3,10,"incategory",4864,0
"1064",2018,3,10,"inlanguage",4,0
"1065",2018,3,10,"insource",1762,16
"1066",2018,3,10,"intitle",10201,0
"1067",2018,3,10,"linksto",8,0
"1068",2018,3,10,"phrase_match_prefix",36,0
"1069",2018,3,10,"prefer-recent",67,0
"1070",2018,3,10,"prefix",15647,0
"1071",2018,3,10,"query_string",93904,24
"1072",2018,3,10,"subpageof",5,0
"1073",2018,3,11,"filemime",3,0
"1074",2018,3,11,"filetype",54,0
"1075",2018,3,11,"filter_only",7201,136
"1076",2018,3,11,"full_text",27240156,833
"1077",2018,3,11,"full_text_querystring",1132959,77
"1078",2018,3,11,"full_text_simple_match",26099996,620
"1079",2018,3,11,"hastemplate",204,0
"1080",2018,3,11,"incategory",7303,0
"1081",2018,3,11,"inlanguage",7,0
"1082",2018,3,11,"insource",2041,136
"1083",2018,3,11,"intitle",11693,0
"1084",2018,3,11,"linksto",216,0
"1085",2018,3,11,"phrase_match_prefix",98,0
"1086",2018,3,11,"prefer-recent",112,0
"1087",2018,3,11,"prefix",18659,8
"1088",2018,3,11,"query_string",100683,63
"1089",2018,3,11,"subpageof",3,0
"1090",2018,3,12,"boost-templates",40,0
"1091",2018,3,12,"fileh",78,0
"1092",2018,3,12,"filetype",102,0
"1093",2018,3,12,"filew",66,0
"1094",2018,3,12,"filter_only",6534,120
"1095",2018,3,12,"full_text",32048363,1296
"1096",2018,3,12,"full_text_querystring",1297888,109
"1097",2018,3,12,"full_text_simple_match",30743941,1067
"1098",2018,3,12,"hastemplate",115,0
"1099",2018,3,12,"incategory",7765,0
"1100",2018,3,12,"inlanguage",1,0
"1101",2018,3,12,"insource",1343,120
"1102",2018,3,12,"intitle",13867,48
"1103",2018,3,12,"linksto",32,0
"1104",2018,3,12,"phrase_match_prefix",67,0
"1105",2018,3,12,"prefer-recent",57,0
"1106",2018,3,12,"prefix",31134,0
"1107",2018,3,12,"query_string",119864,96
"1108",2018,3,12,"subpageof",49,48
"1109",2018,3,13,"filetype",22,0
"1110",2018,3,13,"filter_only",8972,96
"1111",2018,3,13,"full_text",32568894,1108
"1112",2018,3,13,"full_text_querystring",1327983,44
"1113",2018,3,13,"full_text_simple_match",31231939,968
"1114",2018,3,13,"hastemplate",131,0
"1115",2018,3,13,"incategory",7415,24
"1116",2018,3,13,"inlanguage",3,0
"1117",2018,3,13,"insource",3182,80
"1118",2018,3,13,"intitle",14174,0
"1119",2018,3,13,"linksto",54,0
"1120",2018,3,13,"nearcoord",15,0
"1121",2018,3,13,"phrase_match_prefix",102,0
"1122",2018,3,13,"prefer-recent",14,0
"1123",2018,3,13,"prefix",23623,0
"1124",2018,3,13,"query_string",118785,32
"1125",2018,3,14,"filemime",1,1
"1126",2018,3,14,"filetype",44,0
"1127",2018,3,14,"filter_only",8376,177
"1128",2018,3,14,"full_text",32608437,1086
"1129",2018,3,14,"full_text_querystring",1331325,76
"1130",2018,3,14,"full_text_simple_match",31268736,833
"1131",2018,3,14,"hastemplate",391,40
"1132",2018,3,14,"incategory",6966,48
"1133",2018,3,14,"inlanguage",4,0
"1134",2018,3,14,"insource",2412,144
"1135",2018,3,14,"intitle",11432,0
"1136",2018,3,14,"linksto",40,0
"1137",2018,3,14,"local",5,0
"1138",2018,3,14,"nearcoord",1,0
"1139",2018,3,14,"phrase_match_prefix",175,0
"1140",2018,3,14,"prefer-recent",37,0
"1141",2018,3,14,"prefix",21431,16
"1142",2018,3,14,"query_string",118464,74
"1143",2018,3,15,"filemime",2,0
"1144",2018,3,15,"filetype",6,0
"1145",2018,3,15,"filew",2,0
"1146",2018,3,15,"filter_only",5530,8
"1147",2018,3,15,"full_text",31727767,907
"1148",2018,3,15,"full_text_querystring",1319539,113
"1149",2018,3,15,"full_text_simple_match",30402698,786
"1150",2018,3,15,"hastemplate",215,0
"1151",2018,3,15,"incategory",6613,0
"1152",2018,3,15,"inlanguage",1,0
"1153",2018,3,15,"insource",1037,8
"1154",2018,3,15,"intitle",12351,0
"1155",2018,3,15,"linksto",36,0
"1156",2018,3,15,"local",5,0
"1157",2018,3,15,"neartitle",6,0
"1158",2018,3,15,"phrase_match_prefix",28,0
"1159",2018,3,15,"prefer-recent",82,0
"1160",2018,3,15,"prefix",20466,1
"1161",2018,3,15,"query_string",115266,112
"1162",2018,3,16,"contentmodel",16,0
"1163",2018,3,16,"filetype",50,0
"1164",2018,3,16,"filter_only",7074,8
"1165",2018,3,16,"full_text",28449900,758
"1166",2018,3,16,"full_text_querystring",1322186,24
"1167",2018,3,16,"full_text_simple_match",27120640,726
"1168",2018,3,16,"hastemplate",236,0
"1169",2018,3,16,"incategory",7150,0
"1170",2018,3,16,"inlanguage",5,0
"1171",2018,3,16,"insource",2142,8
"1172",2018,3,16,"intitle",12305,0
"1173",2018,3,16,"linksto",26,0
"1174",2018,3,16,"local",5,0
"1175",2018,3,16,"phrase_match_prefix",389,0
"1176",2018,3,16,"prefer-recent",72,0
"1177",2018,3,16,"prefix",18378,24
"1178",2018,3,16,"query_string",109368,16
"1179",2018,3,16,"subpageof",24,24
"1180",2018,3,17,"contentmodel",16,0
"1181",2018,3,17,"filemime",64,64
"1182",2018,3,17,"filetype",36,24
"1183",2018,3,17,"filew",72,72
"1184",2018,3,17,"filter_only",6735,24
"1185",2018,3,17,"full_text",24037385,987
"1186",2018,3,17,"full_text_querystring",1138701,18
"1187",2018,3,17,"full_text_simple_match",22891949,945
"1188",2018,3,17,"hastemplate",180,16
"1189",2018,3,17,"incategory",7375,0
"1190",2018,3,17,"inlanguage",14,0
"1191",2018,3,17,"insource",1043,16
"1192",2018,3,17,"intitle",10586,16
"1193",2018,3,17,"linksto",222,0
"1194",2018,3,17,"phrase_match_prefix",126,0
"1195",2018,3,17,"prefer-recent",72,0
"1196",2018,3,17,"prefix",14410,0
"1197",2018,3,17,"query_string",100852,18
"1198",2018,3,17,"subpageof",8,8
"1199",2018,3,18,"fileh",342,0
"1200",2018,3,18,"filemime",292,40
"1201",2018,3,18,"filetype",21,8
"1202",2018,3,18,"filew",374,32
"1203",2018,3,18,"filter_only",6515,128
"1204",2018,3,18,"full_text",27031521,722
"1205",2018,3,18,"full_text_querystring",1155172,42
"1206",2018,3,18,"full_text_simple_match",25869834,552
"1207",2018,3,18,"hastemplate",309,40
"1208",2018,3,18,"incategory",6371,0
"1209",2018,3,18,"inlanguage",8,0
"1210",2018,3,18,"insource",1320,122
"1211",2018,3,18,"intitle",12267,24
"1212",2018,3,18,"linksto",208,48
"1213",2018,3,18,"phrase_match_prefix",20,0
"1214",2018,3,18,"prefer-recent",6,0
"1215",2018,3,18,"prefix",15972,0
"1216",2018,3,18,"query_string",105477,42
"1217",2018,3,19,"filemime",32,32
"1218",2018,3,19,"filetype",8,0
"1219",2018,3,19,"filter_only",6450,48
"1220",2018,3,19,"full_text",31163447,588
"1221",2018,3,19,"full_text_querystring",1312785,30
"1222",2018,3,19,"full_text_simple_match",29844212,510
"1223",2018,3,19,"hastemplate",69,0
"1224",2018,3,19,"incategory",7378,0
"1225",2018,3,19,"inlanguage",3,0
"1226",2018,3,19,"insource",1053,16
"1227",2018,3,19,"intitle",14069,0
"1228",2018,3,19,"linksto",179,0
"1229",2018,3,19,"phrase_match_prefix",105,0
"1230",2018,3,19,"prefer-recent",8,0
"1231",2018,3,19,"prefix",22167,0
"1232",2018,3,19,"query_string",119383,25
"1233",2018,3,19,"subpageof",21,0
"1234",2018,3,20,"filemime",52,0
"1235",2018,3,20,"filetype",18,0
"1236",2018,3,20,"filter_only",9413,32
"1237",2018,3,20,"full_text",31768958,912
"1238",2018,3,20,"full_text_querystring",1414648,63
"1239",2018,3,20,"full_text_simple_match",30344897,817
"1240",2018,3,20,"hastemplate",72,0
"1241",2018,3,20,"incategory",8878,0
"1242",2018,3,20,"inlanguage",105,0
"1243",2018,3,20,"insource",1409,32
"1244",2018,3,20,"intitle",15098,14
"1245",2018,3,20,"linksto",44,0
"1246",2018,3,20,"local",5,0
"1247",2018,3,20,"phrase_match_prefix",17,0
"1248",2018,3,20,"prefer-recent",48,0
"1249",2018,3,20,"prefix",26442,0
"1250",2018,3,20,"query_string",117833,55
"1251",2018,3,21,"contentmodel",48,0
"1252",2018,3,21,"degraded_full_text",2,0
"1253",2018,3,21,"filemime",112,112
"1254",2018,3,21,"filetype",9,8
"1255",2018,3,21,"filter_only",7850,23
"1256",2018,3,21,"full_text",31448779,1037
"1257",2018,3,21,"full_text_querystring",1297298,194
"1258",2018,3,21,"full_text_simple_match",30143631,820
"1259",2018,3,21,"hastemplate",251,72
"1260",2018,3,21,"incategory",5169,0
"1261",2018,3,21,"inlanguage",64,0
"1262",2018,3,21,"insource",3129,16
"1263",2018,3,21,"intitle",15450,48
"1264",2018,3,21,"linksto",15,0
"1265",2018,3,21,"local",7,0
"1266",2018,3,21,"phrase_match_prefix",85,0
"1267",2018,3,21,"prefer-recent",38,0
"1268",2018,3,21,"prefix",20951,14
"1269",2018,3,21,"query_string",117002,186
"1270",2018,3,21,"subpageof",96,48
"1271",2018,3,22,"contentmodel",56,0
"1272",2018,3,22,"filemime",1,0
"1273",2018,3,22,"fileres",1,0
"1274",2018,3,22,"filetype",1,0
"1275",2018,3,22,"filter_only",9683,80
"1276",2018,3,22,"full_text",30641320,975
"1277",2018,3,22,"full_text_querystring",1336916,103
"1278",2018,3,22,"full_text_simple_match",29294721,792
"1279",2018,3,22,"hastemplate",232,0
"1280",2018,3,22,"incategory",10373,0
"1281",2018,3,22,"inlanguage",50,0
"1282",2018,3,22,"insource",2833,40
"1283",2018,3,22,"intitle",12833,0
"1284",2018,3,22,"linksto",4,0
"1285",2018,3,22,"local",7,0
"1286",2018,3,22,"phrase_match_prefix",92,0
"1287",2018,3,22,"prefer-recent",93,0
"1288",2018,3,22,"prefix",21120,16
"1289",2018,3,22,"query_string",116685,87
"1290",2018,3,22,"subpageof",32,32
"1291",2018,3,23,"contentmodel",34,0
"1292",2018,3,23,"fileh",43,0
"1293",2018,3,23,"filemime",3,0
"1294",2018,3,23,"filetype",12,0
"1295",2018,3,23,"filew",43,0
"1296",2018,3,23,"filter_only",7475,59
"1297",2018,3,23,"full_text",26514404,891
"1298",2018,3,23,"full_text_querystring",1233719,55
"1299",2018,3,23,"full_text_simple_match",25273210,777
"1300",2018,3,23,"hastemplate",147,0
"1301",2018,3,23,"incategory",6585,0
"1302",2018,3,23,"inlanguage",49,5
"1303",2018,3,23,"insource",2235,40
"1304",2018,3,23,"intitle",12273,0
"1305",2018,3,23,"linksto",33,16
"1306",2018,3,23,"local",2,2
"1307",2018,3,23,"nearcoord",3,0
"1308",2018,3,23,"phrase_match_prefix",71,0
