"","year","month","day","keyword","specialsearchcount","advancedextensioncount"
"123",2018,1,12,"phrase_match_prefix",84,0
"124",2018,1,12,"prefer-recent",68,0
"125",2018,1,12,"prefix",19563,0
"126",2018,1,12,"query_string",112616,136
"127",2018,1,13,"filemime",2,0
"128",2018,1,13,"fileres",6,0
"129",2018,1,13,"filetype",21,0
"130",2018,1,13,"filter_only",19238,16
"131",2018,1,13,"full_text",23288257,1118
"132",2018,1,13,"full_text_querystring",1145302,70
"133",2018,1,13,"full_text_simple_match",22123717,1032
"134",2018,1,13,"hastemplate",341,0
"135",2018,1,13,"incategory",17743,0
"136",2018,1,13,"insource",2024,16
"137",2018,1,13,"intitle",16780,0
"138",2018,1,13,"linksto",116,0
"139",2018,1,13,"phrase_match_prefix",6,0
"140",2018,1,13,"prefer-recent",48,0
"141",2018,1,13,"prefix",17623,0
"142",2018,1,13,"query_string",117976,32
"143",2018,1,14,"boost-templates",16,0
"144",2018,1,14,"filemime",6,0
"145",2018,1,14,"fileres",12,0
"146",2018,1,14,"filetype",56,0
"147",2018,1,14,"filter_only",9432,40
"148",2018,1,14,"full_text",25986407,887
"149",2018,1,14,"full_text_querystring",1197449,102
"150",2018,1,14,"full_text_simple_match",24779526,745
"151",2018,1,14,"hastemplate",463,0
"152",2018,1,14,"incategory",7188,0
"153",2018,1,14,"insource",3364,40
"154",2018,1,14,"intitle",16617,0
"155",2018,1,14,"linksto",180,0
"156",2018,1,14,"phrase_match_prefix",60,0
"157",2018,1,14,"prefer-recent",15,0
"158",2018,1,14,"prefix",16585,0
"159",2018,1,14,"query_string",102908,88
"160",2018,1,15,"filemime",2,0
"161",2018,1,15,"filetype",6,0
"162",2018,1,15,"filter_only",8141,96
"163",2018,1,15,"full_text",29555189,1100
"164",2018,1,15,"full_text_querystring",1370089,230
"165",2018,1,15,"full_text_simple_match",28176959,774
"166",2018,1,15,"hastemplate",898,0
"167",2018,1,15,"incategory",6973,0
"168",2018,1,15,"insource",2838,104
"169",2018,1,15,"intitle",14012,0
"170",2018,1,15,"linksto",54,0
"171",2018,1,15,"phrase_match_prefix",70,0
"172",2018,1,15,"prefer-recent",72,0
"173",2018,1,15,"prefix",20833,0
"174",2018,1,15,"query_string",117910,182
"175",2018,1,16,"boost-nearcoord",5,0
"176",2018,1,16,"boost-neartitle",5,0
"177",2018,1,16,"filemime",108,0
"178",2018,1,16,"filetype",90,0
"179",2018,1,16,"filter_only",8710,40
"180",2018,1,16,"full_text",30601604,1235
"181",2018,1,16,"full_text_querystring",1364308,155
"182",2018,1,16,"full_text_simple_match",29228586,1040
"183",2018,1,16,"hastemplate",510,0
"184",2018,1,16,"incategory",8764,0
"185",2018,1,16,"inlanguage",27,0
"186",2018,1,16,"insource",2016,40
"187",2018,1,16,"intitle",13630,0
"188",2018,1,16,"linksto",36,0
"189",2018,1,16,"nearcoord",21,0
"190",2018,1,16,"phrase_match_prefix",302,0
"191",2018,1,16,"prefer-recent",60,0
"192",2018,1,16,"prefix",21267,0
"193",2018,1,16,"query_string",118087,154
"194",2018,1,17,"boost-templates",16,0
"195",2018,1,17,"contentmodel",14,0
"196",2018,1,17,"filemime",8,0
"197",2018,1,17,"filetype",44,0
"198",2018,1,17,"filter_only",10749,0
"199",2018,1,17,"full_text",30604962,879
"200",2018,1,17,"full_text_querystring",1370347,110
"201",2018,1,17,"full_text_simple_match",29223866,769
"202",2018,1,17,"hastemplate",368,0
"203",2018,1,17,"incategory",10745,0
"204",2018,1,17,"insource",2327,0
"205",2018,1,17,"intitle",13469,23
"206",2018,1,17,"linksto",42,0
"207",2018,1,17,"phrase_match_prefix",43,0
"208",2018,1,17,"prefer-recent",30,0
"209",2018,1,17,"prefix",20368,0
"210",2018,1,17,"query_string",115514,102
"211",2018,1,18,"filemime",22,0
"212",2018,1,18,"filetype",15,8
"213",2018,1,18,"filter_only",10091,16
"214",2018,1,18,"full_text",29915252,574
"215",2018,1,18,"full_text_querystring",1389898,102
"216",2018,1,18,"full_text_simple_match",28515263,456
"217",2018,1,18,"hastemplate",217,0
"218",2018,1,18,"incategory",8628,0
"219",2018,1,18,"inlanguage",4,0
"220",2018,1,18,"insource",2498,16
"221",2018,1,18,"intitle",13221,38
"222",2018,1,18,"linksto",894,0
"223",2018,1,18,"local",10,0
"224",2018,1,18,"neartitle",126,0
"225",2018,1,18,"phrase_match_prefix",92,0
"226",2018,1,18,"prefer-recent",34,0
"227",2018,1,18,"prefix",18658,0
"228",2018,1,18,"query_string",105902,69
"229",2018,1,19,"filemime",2,0
"230",2018,1,19,"filetype",36,0
"231",2018,1,19,"filter_only",10379,72
"232",2018,1,19,"full_text",26871936,832
"233",2018,1,19,"full_text_querystring",1306865,117
"234",2018,1,19,"full_text_simple_match",25554692,643
"235",2018,1,19,"hastemplate",747,24
"236",2018,1,19,"incategory",7780,0
"237",2018,1,19,"inlanguage",1,0
"238",2018,1,19,"insource",3868,48
"239",2018,1,19,"intitle",12792,0
"240",2018,1,19,"linksto",71,0
"241",2018,1,19,"nearcoord",11,0
"242",2018,1,19,"phrase_match_prefix",44,0
"243",2018,1,19,"prefer-recent",34,0
"244",2018,1,19,"prefix",21975,24
"245",2018,1,19,"query_string",108668,102
"246",2018,1,20,"filetype",16,0
"247",2018,1,20,"filter_only",6665,61
"248",2018,1,20,"full_text",23576997,886
"249",2018,1,20,"full_text_querystring",1113327,47
"250",2018,1,20,"full_text_simple_match",22457005,778
"251",2018,1,20,"hastemplate",123,0
"252",2018,1,20,"incategory",7063,0
"253",2018,1,20,"insource",1785,61
"254",2018,1,20,"intitle",11460,6
"255",2018,1,20,"linksto",941,0
"256",2018,1,20,"nearcoord",4,0
"257",2018,1,20,"phrase_match_prefix",130,0
"258",2018,1,20,"prefer-recent",40,0
"259",2018,1,20,"prefix",14695,0
"260",2018,1,20,"query_string",97290,32
"261",2018,1,21,"filemime",14,0
"262",2018,1,21,"filetype",2,0
"263",2018,1,21,"filter_only",7351,32
"264",2018,1,21,"full_text",26293982,892
"265",2018,1,21,"full_text_querystring",1201032,96
"266",2018,1,21,"full_text_simple_match",25085599,764
"267",2018,1,21,"hastemplate",571,32
"268",2018,1,21,"incategory",6113,0
"269",2018,1,21,"inlanguage",3,0
"270",2018,1,21,"insource",2141,32
"271",2018,1,21,"intitle",12294,72
"272",2018,1,21,"linksto",150,0
"273",2018,1,21,"phrase_match_prefix",1,0
"274",2018,1,21,"prefer-recent",32,0
"275",2018,1,21,"prefix",17196,0
"276",2018,1,21,"query_string",103341,96
"277",2018,1,22,"contentmodel",7,0
"278",2018,1,22,"degraded_full_text",1,0
"279",2018,1,22,"filemime",26,0
"280",2018,1,22,"filetype",8,0
"281",2018,1,22,"filter_only",8691,18
"282",2018,1,22,"full_text",30683856,1333
"283",2018,1,22,"full_text_querystring",1366983,144
"284",2018,1,22,"full_text_simple_match",29308182,1171
"285",2018,1,22,"hastemplate",848,0
"286",2018,1,22,"incategory",7019,8
"287",2018,1,22,"insource",2299,10
"288",2018,1,22,"intitle",13888,0
"289",2018,1,22,"linksto",3,0
"290",2018,1,22,"local",1,0
"291",2018,1,22,"phrase_match_prefix",37,0
"292",2018,1,22,"prefer-recent",19,0
"293",2018,1,22,"prefix",22431,0
"294",2018,1,22,"query_string",117136,144
"295",2018,1,23,"filetype",26,0
"296",2018,1,23,"filter_only",8463,88
"297",2018,1,23,"full_text",30873244,843
"298",2018,1,23,"full_text_querystring",1465370,96
"299",2018,1,23,"full_text_simple_match",29399411,659
"300",2018,1,23,"hastemplate",358,8
"301",2018,1,23,"incategory",8080,0
"302",2018,1,23,"inlanguage",5,0
"303",2018,1,23,"insource",1631,80
"304",2018,1,23,"intitle",13378,0
"305",2018,1,23,"linksto",12,0
"306",2018,1,23,"local",42,0
"307",2018,1,23,"nearcoord",3,0
"308",2018,1,23,"phrase_match_prefix",42,0
"309",2018,1,23,"prefer-recent",24,0
"310",2018,1,23,"prefix",19828,0
"311",2018,1,23,"query_string",114496,88
"312",2018,1,24,"degraded_full_text",1,0
"313",2018,1,24,"filetype",4,0
"314",2018,1,24,"filter_only",11273,26
"315",2018,1,24,"full_text",30517435,978
"316",2018,1,24,"full_text_querystring",1377819,26
"317",2018,1,24,"full_text_simple_match",29128343,926
"318",2018,1,24,"hastemplate",881,0
"319",2018,1,24,"incategory",9741,0
"320",2018,1,24,"inlanguage",2,1
"321",2018,1,24,"insource",1907,24
"322",2018,1,24,"intitle",13991,2
"323",2018,1,24,"linksto",24,0
"324",2018,1,24,"phrase_match_prefix",262,0
"325",2018,1,24,"prefer-recent",27,0
"326",2018,1,24,"prefix",22059,2
"327",2018,1,24,"query_string",114484,26
"328",2018,1,25,"filemime",1,0
"329",2018,1,25,"filetype",22,0
"330",2018,1,25,"filter_only",8975,8
"331",2018,1,25,"full_text",29855048,833
"332",2018,1,25,"full_text_querystring",1362906,31
"333",2018,1,25,"full_text_simple_match",28483167,794
"334",2018,1,25,"hastemplate",1932,0
"335",2018,1,25,"incategory",8566,0
"336",2018,1,25,"inlanguage",1,0
"337",2018,1,25,"insource",2220,8
"338",2018,1,25,"intitle",14662,0
"339",2018,1,25,"linksto",10,0
"340",2018,1,25,"nearcoord",3,0
"341",2018,1,25,"phrase_match_prefix",73,0
"342",2018,1,25,"prefer-recent",59,0
"343",2018,1,25,"prefix",20421,0
"344",2018,1,25,"query_string",122066,31
"345",2018,1,26,"filemime",2,0
"346",2018,1,26,"filetype",1,0
"347",2018,1,26,"filter_only",8981,32
"348",2018,1,26,"full_text",26669075,1146
"349",2018,1,26,"full_text_querystring",1307019,64
"350",2018,1,26,"full_text_simple_match",25353075,1050
"351",2018,1,26,"hastemplate",646,0
"352",2018,1,26,"incategory",8420,0
"353",2018,1,26,"inlanguage",2,0
"354",2018,1,26,"insource",1427,32
"355",2018,1,26,"intitle",13333,0
"356",2018,1,26,"linksto",56,0
"357",2018,1,26,"phrase_match_prefix",213,0
"358",2018,1,26,"prefer-recent",51,0
"359",2018,1,26,"prefix",19780,0
"360",2018,1,26,"query_string",103290,48
"361",2018,1,26,"subpageof",5,0
"362",2018,1,27,"filemime",3,0
"363",2018,1,27,"filetype",5,0
"364",2018,1,27,"filter_only",7565,40
"365",2018,1,27,"full_text",23580795,1017
"366",2018,1,27,"full_text_querystring",1167673,76
"367",2018,1,27,"full_text_simple_match",22405557,901
"368",2018,1,27,"hastemplate",1711,0
"369",2018,1,27,"incategory",5235,0
"370",2018,1,27,"inlanguage",3,0
"371",2018,1,27,"insource",3950,40
"372",2018,1,27,"intitle",11704,0
"373",2018,1,27,"linksto",46,0
"374",2018,1,27,"phrase_match_prefix",64,0
"375",2018,1,27,"prefer-recent",57,0
"376",2018,1,27,"prefix",15992,0
"377",2018,1,27,"query_string",127939,48
"378",2018,1,28,"filemime",1,0
"379",2018,1,28,"filetype",12,0
"380",2018,1,28,"filter_only",8670,64
"381",2018,1,28,"full_text",26735379,1091
"382",2018,1,28,"full_text_querystring",1190953,163
"383",2018,1,28,"full_text_simple_match",25535756,864
"384",2018,1,28,"hastemplate",478,40
"385",2018,1,28,"incategory",8028,0
"386",2018,1,28,"insource",1443,24
"387",2018,1,28,"intitle",12761,0
"388",2018,1,28,"linksto",66,0
"389",2018,1,28,"phrase_match_prefix",11,0
"390",2018,1,28,"prefer-recent",51,0
"391",2018,1,28,"prefix",16733,0
"392",2018,1,28,"query_string",98217,156
"393",2018,1,29,"contentmodel",48,0
"394",2018,1,29,"filemime",8,0
"395",2018,1,29,"filetype",12,0
"396",2018,1,29,"filter_only",7758,19
"397",2018,1,29,"full_text",30762986,712
"398",2018,1,29,"full_text_querystring",1357975,65
"399",2018,1,29,"full_text_simple_match",29397253,628
"400",2018,1,29,"hastemplate",777,0
"401",2018,1,29,"incategory",6320,0
"402",2018,1,29,"inlanguage",5,3
"403",2018,1,29,"insource",1188,16
"404",2018,1,29,"intitle",14217,38
"405",2018,1,29,"linksto",679,0
"406",2018,1,29,"nearcoord",4,0
"407",2018,1,29,"phrase_match_prefix",32,0
"408",2018,1,29,"prefer-recent",48,0
"409",2018,1,29,"prefix",21514,3
"410",2018,1,29,"query_string",116137,48
"411",2018,1,29,"subpageof",50,0
"412",2018,1,30,"contentmodel",121,0
"413",2018,1,30,"filemime",2,0
"414",2018,1,30,"filetype",4,0
"415",2018,1,30,"filter_only",8481,8
"416",2018,1,30,"full_text",30648146,909
"417",2018,1,30,"full_text_querystring",1326383,126
"418",2018,1,30,"full_text_simple_match",29313282,775
"419",2018,1,30,"hastemplate",476,0
"420",2018,1,30,"incategory",6671,0
"421",2018,1,30,"inlanguage",2,0
"422",2018,1,30,"insource",2021,8
"423",2018,1,30,"intitle",14493,5
"424",2018,1,30,"linksto",239,0
"425",2018,1,30,"nearcoord",3,0
"426",2018,1,30,"phrase_match_prefix",48,0
"427",2018,1,30,"prefer-recent",71,0
"428",2018,1,30,"prefix",20858,0
"429",2018,1,30,"query_string",115445,71
"430",2018,1,31,"contentmodel",1,0
"431",2018,1,31,"filetype",20,3
"432",2018,1,31,"filter_only",8890,24
"433",2018,1,31,"full_text",30261367,1247
"434",2018,1,31,"full_text_querystring",1335283,163
"435",2018,1,31,"full_text_simple_match",28917194,1060
"436",2018,1,31,"hastemplate",1202,0
"437",2018,1,31,"incategory",8099,0
"438",2018,1,31,"insource",2414,24
"439",2018,1,31,"intitle",13562,13
"440",2018,1,31,"linksto",62,0
"441",2018,1,31,"nearcoord",3,0
"442",2018,1,31,"phrase_match_prefix",69,0
"443",2018,1,31,"prefer-recent",68,0
"444",2018,1,31,"prefix",24907,8
"445",2018,1,31,"query_string",121301,147
"446",2018,2,1,"filesize",4,0
"447",2018,2,1,"filetype",7,0
"448",2018,2,1,"filew",96,0
"449",2018,2,1,"filter_only",5641,8
"450",2018,2,1,"full_text",22514257,687
"451",2018,2,1,"full_text_querystring",961727,70
"452",2018,2,1,"full_text_simple_match",21546889,609
"453",2018,2,1,"hastemplate",105,0
"454",2018,2,1,"incategory",5519,0
"455",2018,2,1,"inlanguage",4,0
"456",2018,2,1,"insource",1192,8
"457",2018,2,1,"intitle",10701,0
"458",2018,2,1,"phrase_match_prefix",58,0
"459",2018,2,1,"prefer-recent",60,0
"460",2018,2,1,"prefix",17018,0
"461",2018,2,1,"query_string",84490,54
"462",2018,2,2,"filemime",9,0
"463",2018,2,2,"filetype",5,0
"464",2018,2,2,"filter_only",5684,16
"465",2018,2,2,"full_text",26516190,1113
"466",2018,2,2,"full_text_querystring",1267753,9
"467",2018,2,2,"full_text_simple_match",25242753,1088
"468",2018,2,2,"hastemplate",246,0
"469",2018,2,2,"incategory",6444,0
"470",2018,2,2,"insource",1742,16
"471",2018,2,2,"intitle",13733,0
"472",2018,2,2,"linksto",90,0
"473",2018,2,2,"nearcoord",3,0
"474",2018,2,2,"phrase_match_prefix",130,0
"475",2018,2,2,"prefer-recent",96,0
"476",2018,2,2,"prefix",20139,24
"477",2018,2,2,"query_string",112821,9
"478",2018,2,3,"boost-neartitle",21,0
"479",2018,2,3,"filetype",10,0
"480",2018,2,3,"filter_only",6051,16
"481",2018,2,3,"full_text",23164572,843
"482",2018,2,3,"full_text_querystring",1109569,95
"483",2018,2,3,"full_text_simple_match",22048952,732
"484",2018,2,3,"hastemplate",630,0
"485",2018,2,3,"incategory",5330,0
"486",2018,2,3,"inlanguage",21,0
"487",2018,2,3,"insource",1890,16
"488",2018,2,3,"intitle",12997,38
"489",2018,2,3,"linksto",79,0
"490",2018,2,3,"local",38,0
"491",2018,2,3,"neartitle",49,0
"492",2018,2,3,"phrase_match_prefix",20,0
"493",2018,2,3,"prefer-recent",110,0
"494",2018,2,3,"prefix",16258,0
"495",2018,2,3,"query_string",97702,40
"496",2018,2,3,"subpageof",22,0
"497",2018,2,4,"filemime",4,0
"498",2018,2,4,"filetype",28,0
"499",2018,2,4,"filter_only",5281,32
"500",2018,2,4,"full_text",25944809,788
"501",2018,2,4,"full_text_querystring",1144035,25
"502",2018,2,4,"full_text_simple_match",24795493,731
"503",2018,2,4,"hastemplate",233,0
"504",2018,2,4,"incategory",7164,0
"505",2018,2,4,"insource",1353,32
"506",2018,2,4,"intitle",13053,8
"507",2018,2,4,"linksto",73,0
"508",2018,2,4,"neartitle",6,0
"509",2018,2,4,"phrase_match_prefix",96,0
"510",2018,2,4,"prefer-recent",72,0
"511",2018,2,4,"prefix",17277,0
"512",2018,2,4,"query_string",98225,24
"513",2018,2,5,"filemime",3,0
"514",2018,2,5,"filetype",7,0
"515",2018,2,5,"filter_only",6587,68
"516",2018,2,5,"full_text",29969570,1212
"517",2018,2,5,"full_text_querystring",1313147,105
"518",2018,2,5,"full_text_simple_match",28649836,1039
"519",2018,2,5,"hastemplate",528,0
"520",2018,2,5,"incategory",6131,0
"521",2018,2,5,"inlanguage",3,0
"522",2018,2,5,"insource",1796,68
"523",2018,2,5,"intitle",13666,0
"524",2018,2,5,"linksto",60,0
"525",2018,2,5,"nearcoord",1,0
"526",2018,2,5,"phrase_match_prefix",245,0
"527",2018,2,5,"prefer-recent",117,0
"528",2018,2,5,"prefix",22163,0
"529",2018,2,5,"query_string",110705,17
"530",2018,2,6,"filemime",1,0
"531",2018,2,6,"filetype",80,0
"532",2018,2,6,"filter_only",8333,8
"533",2018,2,6,"full_text",31138220,840
"534",2018,2,6,"full_text_querystring",1443957,92
"535",2018,2,6,"full_text_simple_match",29685930,740
"536",2018,2,6,"hastemplate",425,0
"537",2018,2,6,"incategory",9459,0
"538",2018,2,6,"inlanguage",7,0
"539",2018,2,6,"insource",2138,8
"540",2018,2,6,"intitle",16102,1
"541",2018,2,6,"linksto",103,0
"542",2018,2,6,"phrase_match_prefix",337,0
"543",2018,2,6,"prefer-recent",45,0
"544",2018,2,6,"prefix",20735,0
"545",2018,2,6,"query_string",231578,92
"546",2018,2,7,"filemime",5,0
"547",2018,2,7,"filetype",15,0
"548",2018,2,7,"filter_only",7218,16
"549",2018,2,7,"full_text",31490360,789
"550",2018,2,7,"full_text_querystring",1412073,47
"551",2018,2,7,"full_text_simple_match",30071069,726
"552",2018,2,7,"hastemplate",423,0
"553",2018,2,7,"incategory",6431,0
"554",2018,2,7,"inlanguage",9,5
"555",2018,2,7,"insource",1742,16
"556",2018,2,7,"intitle",13565,12
"557",2018,2,7,"linksto",79,0
"558",2018,2,7,"phrase_match_prefix",71,0
"559",2018,2,7,"prefer-recent",59,0
"560",2018,2,7,"prefix",33747,0
"561",2018,2,7,"query_string",120453,43
"562",2018,2,8,"contentmodel",40,0
"563",2018,2,8,"filemime",3,0
"564",2018,2,8,"filetype",4,0
"565",2018,2,8,"filter_only",10075,16
"566",2018,2,8,"full_text",30593462,854
"567",2018,2,8,"full_text_querystring",1325914,112
"568",2018,2,8,"full_text_simple_match",29257473,726
"569",2018,2,8,"hastemplate",2445,0
"570",2018,2,8,"incategory",9611,0
"571",2018,2,8,"inlanguage",7,0
"572",2018,2,8,"insource",4176,16
"573",2018,2,8,"intitle",16360,0
"574",2018,2,8,"linksto",173,0
"575",2018,2,8,"nearcoord",11,0
"576",2018,2,8,"neartitle",61,0
"577",2018,2,8,"phrase_match_prefix",64,0
"578",2018,2,8,"prefer-recent",92,0
"579",2018,2,8,"prefix",91835,0
"580",2018,2,8,"query_string",122350,112
"581",2018,2,9,"filetype",30,0
"582",2018,2,9,"filter_only",7579,8
"583",2018,2,9,"full_text",27209073,1281
"584",2018,2,9,"full_text_querystring",1272834,431
"585",2018,2,9,"full_text_simple_match",25928660,842
"586",2018,2,9,"hastemplate",687,0
"587",2018,2,9,"incategory",7221,312
"588",2018,2,9,"inlanguage",286,0
"589",2018,2,9,"insource",2023,8
"590",2018,2,9,"intitle",13141,35
"591",2018,2,9,"linksto",67,0
"592",2018,2,9,"local",30,0
"593",2018,2,9,"nearcoord",1,0
"594",2018,2,9,"phrase_match_prefix",132,0
"595",2018,2,9,"prefer-recent",58,0
"596",2018,2,9,"prefix",37637,0
"597",2018,2,9,"query_string",108562,431
"598",2018,2,10,"filesize",5,0
"599",2018,2,10,"filetype",26,0
"600",2018,2,10,"filter_only",6505,8
"601",2018,2,10,"full_text",23227712,1047
"602",2018,2,10,"full_text_querystring",1122403,53
"603",2018,2,10,"full_text_simple_match",22098804,986
"604",2018,2,10,"hastemplate",207,0
"605",2018,2,10,"incategory",8368,0
"606",2018,2,10,"inlanguage",1828,0
"607",2018,2,10,"insource",1104,8
"608",2018,2,10,"intitle",11390,21
"609",2018,2,10,"linksto",68,0
"610",2018,2,10,"phrase_match_prefix",12,0
"611",2018,2,10,"prefer-recent",51,0
"612",2018,2,10,"prefix",20790,0
"613",2018,2,10,"query_string",101170,46
"614",2018,2,11,"contentmodel",24,0
"615",2018,2,11,"filetype",95,0
"616",2018,2,11,"filter_only",7226,8
"617",2018,2,11,"full_text",26152052,956
"618",2018,2,11,"full_text_querystring",1171925,51
"619",2018,2,11,"full_text_simple_match",24972901,897
"620",2018,2,11,"hastemplate",663,0
"621",2018,2,11,"incategory",5974,0
"622",2018,2,11,"insource",1875,8
"623",2018,2,11,"intitle",11568,0
"624",2018,2,11,"linksto",136,0
"625",2018,2,11,"phrase_match_prefix",133,0
"626",2018,2,11,"prefix",15297,7
"627",2018,2,11,"query_string",107884,51
"628",2018,2,12,"filemime",9,0
"629",2018,2,12,"filetype",4,0
"630",2018,2,12,"filter_only",8493,16
"631",2018,2,12,"full_text",29581766,868
"632",2018,2,12,"full_text_querystring",1280970,56
"633",2018,2,12,"full_text_simple_match",28292303,796
"634",2018,2,12,"hastemplate",720,0
"635",2018,2,12,"incategory",8622,0
"636",2018,2,12,"insource",2405,16
"637",2018,2,12,"intitle",12442,0
"638",2018,2,12,"linksto",22,0
"639",2018,2,12,"local",6,0
"640",2018,2,12,"nearcoord",3,0
"641",2018,2,12,"phrase_match_prefix",53,0
"642",2018,2,12,"prefer-recent",35,0
"643",2018,2,12,"prefix",19668,0
"644",2018,2,12,"query_string",114521,32
"645",2018,2,13,"filemime",37,0
"646",2018,2,13,"filetype",38,0
"647",2018,2,13,"filter_only",8450,32
"648",2018,2,13,"full_text",29680508,1168
"649",2018,2,13,"full_text_querystring",1530867,66
"650",2018,2,13,"full_text_simple_match",28141191,1070
"651",2018,2,13,"hastemplate",1345,0
"652",2018,2,13,"incategory",7253,0
"653",2018,2,13,"insource",2878,32
"654",2018,2,13,"intitle",13928,1
"655",2018,2,13,"linksto",115,0
"656",2018,2,13,"local",125,0
"657",2018,2,13,"nearcoord",3,0
"658",2018,2,13,"phrase_match_prefix",36,0
"659",2018,2,13,"prefer-recent",24,0
